,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
23,2018-12-10,sz300674,宇信科技,28.54,29.98,28.5,29.9,30.15,-1.61,-5.34,26.5129,10607798,309918453.76,11416285400.0,1141885400.0
24,2018-12-11,sz300674,宇信科技,29.0,29.22,28.35,29.09,28.54,0.46,1.6118,22.465,8988257,259727243.32,11600290000.0,1160290000.0
25,2018-12-12,sz300674,宇信科技,29.75,30.49,28.83,28.83,29.0,0.75,2.5862,32.3304,12935386,383751354.58,11900297500.0,1190297500.0
26,2018-12-13,sz300674,宇信科技,28.3,29.5,27.4,29.5,29.75,-1.45,-4.8739,32.205,12885210,365767055.19,11320283000.0,1132283000.0
27,2018-12-14,sz300674,宇信科技,26.2,28.4,26.1,28.02,28.3,-2.1,-7.4205,30.1503,12063122,327865433.3,10480262000.0,1048262000.0
28,2018-12-17,sz300674,宇信科技,26.58,26.96,25.6,25.89,26.2,0.38,1.4504,19.7469,7900737,208706380.27,10632265800.0,1063465800.0
29,2018-12-18,sz300674,宇信科技,26.38,26.38,25.15,25.99,26.58,-0.2,-0.7524,22.0235,8811612,227722986.22,10552263800.0,1055463800.0
30,2018-12-19,sz300674,宇信科技,26.39,26.98,25.89,26.19,26.38,0.01,0.0379,22.6608,9066593,240464777.92,10556263900.0,1055863900.0
31,2018-12-20,sz300674,宇信科技,29.03,29.03,25.65,25.79,26.39,2.64,10.0038,35.4919,14200301,394715315.52,11612290300.0,1161490300.0
32,2018-12-21,sz300674,宇信科技,27.65,30.5,27.65,29.5,29.03,-1.38,-4.7537,54.3739,21754988,637521247.46,11060276500.0,1106276500.0
33,2018-12-24,sz300674,宇信科技,27.99,28.18,26.11,26.63,27.65,0.34,1.2297,36.1801,14475678,393132249.95,11196279900.0,1119879900.0
34,2018-12-25,sz300674,宇信科技,28.8,29.2,26.63,26.97,27.99,0.81,2.8939,36.6278,14654781,406068315.09,11520288000.0,1152288000.0
35,2018-12-26,sz300674,宇信科技,31.68,31.68,28.2,28.89,28.8,2.88,10.0,44.0827,17637506,528118758.13,12672316800.0,1267516800.0
36,2018-12-27,sz300674,宇信科技,28.51,31.71,28.51,31.71,31.68,-3.17,-10.0063,49.9071,19967841,600022181.32,11404285100.0,1140685100.0
37,2018-12-28,sz300674,宇信科技,26.25,28.13,26.09,27.66,28.51,-2.26,-7.927,36.4014,14564192,396534947.38,10500262500.0,1050262500.0
38,2019-01-02,sz300674,宇信科技,26.31,27.25,26.13,26.13,26.25,0.06,0.2286,23.0585,9225694,245372448.42,10524263100.0,1052663100.0
39,2019-01-03,sz300674,宇信科技,23.83,26.7,23.68,26.05,26.31,-2.48,-9.4261,31.5043,12604869,312110785.63,9532238300.0,953438300.0
40,2019-01-04,sz300674,宇信科技,24.48,24.96,23.15,23.45,23.83,0.65,2.7277,23.9064,9564931,232254077.03,9792244800.0,979444800.0
41,2019-01-07,sz300674,宇信科技,24.95,25.68,24.52,24.52,24.48,0.47,1.9199,22.5015,9002865,226315051.41,9980249500.0,998249500.0
42,2019-01-08,sz300674,宇信科技,25.48,26.28,25.01,25.24,24.95,0.53,2.1242,24.2561,9704877,248423998.38,10192254800.0,1019454800.0
43,2019-01-09,sz300674,宇信科技,27.24,28.03,26.0,26.01,25.48,1.76,6.9074,52.6615,21069882,580609299.0,10896272400.0,1089872400.0
44,2019-01-10,sz300674,宇信科技,28.29,29.3,26.13,26.5,27.24,1.05,3.8546,53.6398,21461264,590287319.78,11316282900.0,1131882900.0
45,2019-01-11,sz300674,宇信科技,31.12,31.12,27.72,27.8,28.29,2.83,10.0035,47.8329,19137955,577520175.68,12448311200.0,1245111200.0
46,2019-01-14,sz300674,宇信科技,30.21,34.2,29.78,32.8,31.12,-0.91,-2.9242,68.7445,27504682,887404348.75,12084302100.0,1208702100.0
47,2019-01-15,sz300674,宇信科技,28.73,29.35,27.19,28.63,30.21,-1.48,-4.899,50.9401,20381144,575004382.43,11492287300.0,1149487300.0
48,2019-01-16,sz300674,宇信科技,31.6,31.6,28.68,28.8,28.73,2.87,9.9896,28.9397,11578769,354482379.71,12640316000.0,1264316000.0
49,2019-01-17,sz300674,宇信科技,32.45,33.5,30.65,31.6,31.6,0.85,2.6899,58.0924,23242762,740756250.34,12980324500.0,1298324500.0
50,2019-01-18,sz300674,宇信科技,31.89,32.79,29.7,31.25,32.45,-0.56,-1.7257,45.565,18230574,573934330.22,12756318900.0,1275918900.0
51,2019-01-21,sz300674,宇信科技,32.2,33.1,30.52,31.9,31.89,0.31,0.9721,40.1428,16061128,516356638.04,12880322000.0,1288322000.0
52,2019-01-22,sz300674,宇信科技,33.96,34.67,31.78,32.16,32.2,1.76,5.4658,50.482,20197836,677689128.31,13584339600.0,1358739600.0
53,2019-01-23,sz300674,宇信科技,34.51,34.51,31.4,33.0,33.96,0.55,1.6196,46.0428,18421740,611910031.05,13804345100.0,1380745100.0
54,2019-01-24,sz300674,宇信科技,32.61,37.7,32.56,35.6,34.51,-1.9,-5.5057,57.3564,22948313,810696782.65,13044326100.0,1304726100.0
55,2019-01-25,sz300674,宇信科技,29.61,31.49,29.35,30.74,32.61,-3.0,-9.1996,44.8791,17956115,548109844.47,11844296100.0,1184696100.0
56,2019-01-28,sz300674,宇信科技,30.85,30.86,28.1,29.9,29.61,1.24,4.1878,32.5285,13014650,388302309.21,12340308500.0,1234308500.0
57,2019-01-29,sz300674,宇信科技,30.2,31.45,28.3,30.2,30.85,-0.65,-2.107,31.116,12449531,376571412.99,12080302000.0,1208302000.0
58,2019-01-30,sz300674,宇信科技,27.25,30.88,27.18,30.34,30.2,-2.95,-9.7682,32.4803,12995369,382916489.02,10900272500.0,1090272500.0
59,2019-01-31,sz300674,宇信科技,25.43,27.63,24.73,27.11,27.25,-1.82,-6.6789,30.7147,12288950,321127700.19,10172254300.0,1017454300.0
60,2019-02-01,sz300674,宇信科技,26.0,26.29,25.58,25.85,25.43,0.57,2.2414,15.4767,6192222,160693366.32,10400260000.0,1040260000.0
61,2019-02-11,sz300674,宇信科技,27.85,28.0,26.48,26.7,26.0,1.85,7.1154,20.4632,8187333,224080869.16,11140278500.0,1114278500.0
62,2019-02-12,sz300674,宇信科技,28.29,28.45,27.7,28.2,27.85,0.44,1.5799,22.8276,9133324,256455992.39,11316282900.0,1131882900.0
63,2019-02-13,sz300674,宇信科技,28.5,29.03,27.8,28.02,28.29,0.21,0.7423,23.8889,9557964,271581427.91,11400285000.0,1140285000.0
64,2019-02-14,sz300674,宇信科技,29.47,30.6,28.36,28.4,28.5,0.97,3.4035,27.4271,10973585,323976158.52,11788294700.0,1179094700.0
65,2019-02-15,sz300674,宇信科技,29.08,29.49,28.69,29.24,29.47,-0.39,-1.3234,20.8485,8341467,242758998.33,11632290800.0,1163490800.0
66,2019-02-18,sz300674,宇信科技,30.0,30.08,28.88,29.57,29.08,0.92,3.1637,25.563,10227761,302458440.59,12000300000.0,1200300000.0
67,2019-02-19,sz300674,宇信科技,31.79,31.82,29.55,29.89,30.0,1.79,5.9667,38.8604,15548061,475532804.9,12716317900.0,1271917900.0
68,2019-02-20,sz300674,宇信科技,30.36,31.37,29.6,31.13,31.79,-1.43,-4.4983,28.4218,11371546,347397661.14,12144303600.0,1214703600.0
69,2019-02-21,sz300674,宇信科技,30.01,31.3,29.5,30.01,30.36,-0.35,-1.1528,26.9064,10765249,327296398.72,12004300100.0,1200700100.0
70,2019-02-22,sz300674,宇信科技,31.59,31.8,29.58,30.14,30.01,1.58,5.2649,36.2008,14483943,450516459.26,12636315900.0,1263915900.0
71,2019-02-25,sz300674,宇信科技,34.75,34.75,33.01,34.65,31.59,3.16,10.0032,37.5948,15041661,516766846.92,13900347500.0,1390347500.0
72,2019-02-26,sz300674,宇信科技,38.23,38.23,36.51,38.23,34.75,3.48,10.0144,17.3377,6936807,264272803.19,15292382300.0,1529582300.0
73,2019-02-27,sz300674,宇信科技,36.5,42.05,34.63,40.1,38.23,-1.73,-4.5252,68.8216,27535531,1087693326.38,14600365000.0,1460365000.0
74,2019-02-28,sz300674,宇信科技,33.13,34.9,32.85,34.0,36.5,-3.37,-9.2329,43.8519,17545126,591928026.38,13252331300.0,1325531300.0
75,2019-03-01,sz300674,宇信科技,34.35,34.85,33.33,33.45,33.13,1.22,3.6825,29.8146,11928818,406245800.89,13740343500.0,1374343500.0
76,2019-03-04,sz300674,宇信科技,35.66,36.77,34.1,34.99,34.35,1.31,3.8137,38.1135,15249211,539333546.55,14264356600.0,1426756600.0
77,2019-03-05,sz300674,宇信科技,36.92,37.06,34.63,34.86,35.66,1.26,3.5334,34.0368,13618105,492001133.28,14768369200.0,1477169200.0
78,2019-03-06,sz300674,宇信科技,37.13,38.2,36.0,37.99,36.92,0.21,0.5688,33.2183,13290654,490479784.9,14852371300.0,1485571300.0
79,2019-03-07,sz300674,宇信科技,40.84,40.84,36.54,36.91,37.13,3.71,9.9919,35.6029,14244732,555691559.35,16336408400.0,1634008400.0
80,2019-03-08,sz300674,宇信科技,37.08,44.82,37.08,39.0,40.84,-3.76,-9.2067,47.9133,19170109,797651442.06,14832370800.0,1483570800.0
81,2019-03-11,sz300674,宇信科技,38.32,39.48,36.88,38.85,37.08,1.24,3.3441,30.437,12177851,463213805.02,15328383200.0,1533183200.0
82,2019-03-12,sz300674,宇信科技,38.91,40.0,37.6,38.01,38.32,0.59,1.5397,31.236,12497517,485839098.0,15564389100.0,1556789100.0
83,2019-03-13,sz300674,宇信科技,38.23,40.56,37.33,38.5,38.91,-0.68,-1.7476,32.0783,12834542,500279819.87,15292382300.0,1529582300.0
84,2019-03-14,sz300674,宇信科技,34.41,37.77,34.41,37.12,38.23,-3.82,-9.9922,25.4193,10170272,359590706.79,13764344100.0,1376744100.0
85,2019-03-15,sz300674,宇信科技,34.03,35.29,33.65,34.41,34.41,-0.38,-1.1043,17.4314,6974300,239830007.34,13612340300.0,1361540300.0
86,2019-03-18,sz300674,宇信科技,34.91,35.08,33.8,34.3,34.03,0.88,2.586,14.5243,5811175,201160983.13,13964349100.0,1396749100.0
87,2019-03-19,sz300674,宇信科技,35.07,35.79,34.56,34.91,34.91,0.16,0.4583,15.698,6280771,220281915.83,14028350700.0,1403150700.0
88,2019-03-20,sz300674,宇信科技,34.6,35.46,34.0,35.18,35.07,-0.47,-1.3402,13.4272,5372235,186206279.58,13840346000.0,1384346000.0
89,2019-03-21,sz300674,宇信科技,35.76,36.27,34.58,34.88,34.6,1.16,3.3526,21.4494,8581913,304764970.3,14304357600.0,1430757600.0
90,2019-03-22,sz300674,宇信科技,35.07,36.08,34.37,35.84,35.76,-0.69,-1.9295,14.4514,5782014,203262012.52,14028350700.0,1403150700.0
91,2019-03-25,sz300674,宇信科技,33.39,34.79,33.33,34.1,35.07,-1.68,-4.7904,13.2157,5287621,179320664.15,13356333900.0,1335933900.0
92,2019-03-26,sz300674,宇信科技,34.31,35.97,33.56,33.56,33.39,0.92,2.7553,18.85,7541903,260965013.99,13724343100.0,1372743100.0
93,2019-03-27,sz300674,宇信科技,33.35,34.79,32.56,34.3,34.31,-0.96,-2.798,12.9514,5181851,173044041.32,13340333500.0,1334333500.0
94,2019-03-28,sz300674,宇信科技,32.48,33.58,32.2,33.0,33.35,-0.87,-2.6087,9.7058,3883306,127346095.25,12992324800.0,1299524800.0
95,2019-03-29,sz300674,宇信科技,33.8,34.15,31.81,32.53,32.48,1.32,4.064,16.3816,6554289,216976069.7,13520338000.0,1352338000.0
96,2019-04-01,sz300674,宇信科技,35.61,35.7,34.2,34.4,33.8,1.81,5.355,18.9904,7598049,267419560.61,14244356100.0,1424756100.0
97,2019-04-02,sz300674,宇信科技,35.65,36.65,35.3,35.5,35.61,0.04,0.1123,20.3437,8139517,293446161.69,14260356500.0,1426356500.0
98,2019-04-03,sz300674,宇信科技,35.8,36.49,35.2,35.26,35.65,0.15,0.4208,13.6399,5457307,195449451.62,14320358000.0,1432358000.0
99,2019-04-04,sz300674,宇信科技,35.12,36.19,34.7,36.03,35.8,-0.68,-1.8994,15.0448,6019405,213427486.77,14048351200.0,1405151200.0
100,2019-04-08,sz300674,宇信科技,33.91,35.47,33.55,35.19,35.12,-1.21,-3.4453,12.8849,5155229,177278561.71,13564339100.0,1356739100.0
101,2019-04-09,sz300674,宇信科技,34.62,34.63,33.1,33.7,33.91,0.71,2.0938,9.6461,3859390,131239039.02,13848346200.0,1385146200.0
102,2019-04-10,sz300674,宇信科技,33.93,34.5,33.77,34.07,34.62,-0.69,-1.9931,8.0687,3228290,109927828.07,13572339300.0,1357539300.0
103,2019-04-11,sz300674,宇信科技,32.63,34.23,32.6,33.71,33.93,-1.3,-3.8314,9.7035,3882361,129285018.21,13052326300.0,1305526300.0
104,2019-04-12,sz300674,宇信科技,33.03,33.29,32.41,32.5,32.63,0.4,1.2259,6.152,2461420,81154020.95,13212330300.0,1321530300.0
105,2019-04-15,sz300674,宇信科技,32.84,34.27,32.77,33.65,33.03,-0.19,-0.5752,7.8452,3138880,105513507.03,13136328400.0,1313928400.0
106,2019-04-16,sz300674,宇信科技,32.93,32.97,31.8,32.01,32.84,0.09,0.2741,8.5756,3431085,110971455.14,13172329300.0,1317529300.0
107,2019-04-17,sz300674,宇信科技,32.45,33.2,32.3,32.79,32.93,-0.48,-1.4576,8.1497,3260700,107006388.6,12980324500.0,1298324500.0
108,2019-04-18,sz300674,宇信科技,31.81,32.78,31.81,32.45,32.45,-0.64,-1.9723,8.0902,3236881,103977531.97,12724318100.0,1272718100.0
109,2019-04-19,sz300674,宇信科技,32.0,32.46,31.81,31.81,31.81,0.19,0.5973,6.1772,2471501,79236771.76,12800320000.0,1280320000.0
110,2019-04-22,sz300674,宇信科技,31.08,32.22,31.0,31.86,32.0,-0.92,-2.875,8.6111,3445289,107954480.34,12432310800.0,1243510800.0
111,2019-04-23,sz300674,宇信科技,31.12,31.56,31.01,31.2,31.08,0.04,0.1287,5.7337,2294066,71760558.3,12448311200.0,1245111200.0
112,2019-04-24,sz300674,宇信科技,30.8,31.26,29.61,31.12,31.12,-0.32,-1.0283,9.7726,3910000,118743583.03,12320308000.0,1232308000.0
113,2019-04-25,sz300674,宇信科技,29.15,31.16,29.12,30.59,30.8,-1.65,-5.3571,7.9674,3187756,96587168.12,11660291500.0,1166291500.0
114,2019-04-26,sz300674,宇信科技,30.0,31.18,28.3,29.07,29.15,0.85,2.916,12.2994,4920976,146536103.97,12000300000.0,1200300000.0
115,2019-04-29,sz300674,宇信科技,27.0,30.95,27.0,30.0,30.0,-3.0,-10.0,11.2348,4495027,127316112.28,10800270000.0,1080270000.0
116,2019-04-30,sz300674,宇信科技,26.86,27.6,25.77,26.75,27.0,-0.14,-0.5185,7.6099,3044740,81521408.0,10744268600.0,1074668600.0
117,2019-05-06,sz300674,宇信科技,24.17,26.1,24.17,26.05,26.86,-2.69,-10.0149,8.0817,3233479,80687991.35,9668241700.0,967041700.0
118,2019-05-07,sz300674,宇信科技,24.76,24.9,24.21,24.6,24.17,0.59,2.441,6.2716,2509285,61787606.15,9904247600.0,990647600.0
119,2019-05-08,sz300674,宇信科技,25.04,25.66,24.03,24.21,24.76,0.28,1.1309,7.0299,2812644,70212068.21,10016250400.0,1001850400.0
120,2019-05-09,sz300674,宇信科技,25.93,26.4,24.86,24.86,25.04,0.89,3.5543,9.8236,3930430,101466947.25,10372259300.0,1037459300.0
121,2019-05-10,sz300674,宇信科技,26.6,26.68,25.18,26.31,25.93,0.67,2.5839,11.2588,4504640,118449459.13,10640266000.0,1064266000.0
122,2019-05-13,sz300674,宇信科技,26.0,26.56,25.91,26.06,26.6,-0.6,-2.2556,5.9761,2391053,62591275.73,10400260000.0,1040260000.0
123,2019-05-14,sz300674,宇信科技,25.71,26.3,25.49,25.49,26.0,-0.29,-1.1154,5.6501,2260610,58603224.76,10284257100.0,1028657100.0
124,2019-05-15,sz300674,宇信科技,26.2,26.35,26.0,26.05,25.71,0.49,1.9059,5.7733,2309886,60455196.41,10480262000.0,1048262000.0
125,2019-05-16,sz300674,宇信科技,26.18,26.23,25.62,26.18,26.2,-0.02,-0.0763,5.0803,2032616,52853654.15,10472261800.0,1047461800.0
126,2019-05-17,sz300674,宇信科技,24.69,26.54,24.2,26.4,26.18,-1.49,-5.6914,7.5561,3023179,76771060.33,9876246900.0,987846900.0
127,2019-05-20,sz300674,宇信科技,25.36,25.45,24.39,24.39,24.69,0.67,2.7136,6.1504,2460756,61565775.65,10144253600.0,1014653600.0
128,2019-05-21,sz300674,宇信科技,25.56,25.86,25.03,25.85,25.36,0.2,0.7886,6.6305,2652861,67514678.6,10224255600.0,1022655600.0
129,2019-05-22,sz300674,宇信科技,25.62,26.09,25.08,25.55,25.56,0.06,0.2347,5.9295,2372392,60743601.82,10248256200.0,1025056200.0
130,2019-05-23,sz300674,宇信科技,27.17,28.18,25.3,25.95,25.62,1.55,6.05,18.5702,7429932,198183237.8,10868271700.0,1087071700.0
131,2019-05-24,sz300674,宇信科技,27.76,28.17,25.51,25.98,27.17,0.59,2.1715,18.1044,7243556,196811961.22,11104277600.0,1110677600.0
132,2019-05-27,sz300674,宇信科技,29.18,29.7,27.2,27.95,27.76,1.42,5.1153,19.4585,7785359,225424557.61,11672291800.0,1167491800.0
133,2019-05-28,sz300674,宇信科技,32.1,32.1,32.0,32.0,29.18,2.92,10.0069,7.525,3010752,96608794.9,12840321000.0,1284321000.0
134,2019-05-29,sz300674,宇信科技,32.83,34.5,32.66,34.5,32.1,0.73,2.2741,38.9239,15573455,523981097.93,13132328300.0,1313528300.0
135,2019-05-30,sz300674,宇信科技,33.99,35.48,30.6,31.38,32.83,1.16,3.5334,36.9919,14800479,489703465.16,13596339900.0,1359939900.0
136,2019-05-31,sz300674,宇信科技,35.05,37.39,32.61,32.78,33.99,1.06,3.1186,51.8068,20727908,749976502.86,14020350500.0,1402350500.0
137,2019-06-03,sz300674,宇信科技,31.55,35.8,31.55,35.6,35.05,-3.5,-9.9857,39.3317,15736601,524491148.13,12620315500.0,1262315500.0
138,2019-06-04,sz300674,宇信科技,30.36,32.84,29.58,30.5,31.55,-1.19,-3.7718,27.4152,10968811,342422419.1,12144303600.0,1214703600.0
139,2019-06-05,sz300674,宇信科技,29.28,31.91,29.23,31.7,30.36,-1.08,-3.5573,21.7659,8708551,263088216.45,11712292800.0,1171492800.0
140,2019-06-06,sz300674,宇信科技,26.85,29.4,26.38,28.9,29.28,-2.43,-8.2992,20.4476,8181069,226069835.58,10740268500.0,1074268500.0
141,2019-06-10,sz300674,宇信科技,26.84,27.5,26.6,26.94,26.85,-0.01,-0.0372,13.2073,5284225,142834476.57,10736268400.0,1073868400.0
142,2019-06-11,sz300674,宇信科技,28.72,29.35,26.9,26.9,26.84,1.88,7.0045,20.8685,8349486,235547652.34,11488287200.0,1149087200.0
143,2019-06-12,sz300674,宇信科技,28.44,29.48,28.18,28.57,28.72,-0.28,-0.9749,18.84,7537897,216849039.89,11376284400.0,1137884400.0
144,2019-06-13,sz300674,宇信科技,28.8,29.44,28.5,28.54,28.44,0.36,1.2658,15.8184,6328950,183585558.41,11520288000.0,1152288000.0
145,2019-06-14,sz300674,宇信科技,27.37,29.0,27.08,28.52,28.8,-1.43,-4.9653,13.978,5592600,155909669.0,10948273700.0,1095073700.0
146,2019-06-17,sz300674,宇信科技,27.11,28.7,27.03,28.7,27.37,-0.26,-0.9499,8.0079,3203950,88348526.0,10844271100.0,1084671100.0
147,2019-06-18,sz300674,宇信科技,27.4,27.97,26.91,26.91,27.11,0.29,1.0697,9.7297,3892839,107087297.72,10960274000.0,1096274000.0
148,2019-06-19,sz300674,宇信科技,27.98,29.32,27.95,28.83,27.4,0.58,2.1168,13.9775,5592402,159401422.05,11192279800.0,1119479800.0
149,2019-06-20,sz300674,宇信科技,29.3,30.18,27.9,27.97,27.98,1.32,4.7177,20.3646,8147879,236716614.82,11720293000.0,1172293000.0
150,2019-06-21,sz300674,宇信科技,32.0,32.23,28.88,29.0,29.3,2.7,9.215,31.1694,12470896,379619463.84,12800320000.0,1280320000.0
151,2019-06-24,sz300674,宇信科技,30.44,31.75,30.06,31.5,32.0,-1.56,-4.875,19.3553,7744045,238061034.28,12176304400.0,1217904400.0
152,2019-06-25,sz300674,宇信科技,29.75,31.39,28.8,30.86,30.44,-0.69,-2.2668,15.4212,6170041,185661888.19,11900297500.0,1190297500.0
153,2019-06-26,sz300674,宇信科技,30.31,30.5,29.1,29.7,29.75,0.56,1.8824,11.6904,4677326,140512488.73,12124303100.0,1212703100.0
154,2019-06-27,sz300674,宇信科技,29.92,30.8,29.63,30.39,30.31,-0.39,-1.2867,11.9275,4772185,143475578.55,11968299200.0,1197099200.0
155,2019-06-28,sz300674,宇信科技,28.19,29.85,28.11,29.85,29.92,-1.73,-5.7821,11.2782,4512418,129101855.47,11276281900.0,1127881900.0
156,2019-07-01,sz300674,宇信科技,28.92,29.48,28.77,29.1,28.19,0.73,2.5896,11.4583,4584483,133142084.39,11568289200.0,1157089200.0
157,2019-07-02,sz300674,宇信科技,28.67,29.32,28.4,29.0,28.92,-0.25,-0.8645,9.6855,3875177,111709660.07,11468286700.0,1147086700.0
158,2019-07-03,sz300674,宇信科技,27.76,28.68,27.51,28.68,28.67,-0.91,-3.174,9.2617,3705598,103068764.5,11104277600.0,1110677600.0
159,2019-07-04,sz300674,宇信科技,27.39,27.99,27.2,27.99,27.76,-0.37,-1.3329,6.2914,2517184,69252220.78,10956273900.0,1095873900.0
160,2019-07-05,sz300674,宇信科技,28.45,28.58,27.46,27.46,27.39,1.06,3.87,10.0046,4002826,112399984.86,11380284500.0,1138284500.0
161,2019-07-08,sz300674,宇信科技,27.49,28.43,27.3,28.0,28.45,-0.96,-3.3743,7.5009,3001100,83113280.0,10996274900.0,1099874900.0
162,2019-07-09,sz300674,宇信科技,27.02,27.65,26.56,27.32,27.49,-0.47,-1.7097,6.0947,2438500,66121579.0,10808270200.0,1081070200.0
163,2019-07-10,sz300674,宇信科技,26.29,27.16,26.1,26.99,27.02,-0.73,-2.7017,6.0397,2416500,64402307.0,10516262900.0,1051862900.0
164,2019-07-11,sz300674,宇信科技,26.3,26.8,25.6,26.39,26.29,0.01,0.038,6.019,2408184,63255053.48,10520263000.0,1052263000.0
165,2019-07-12,sz300674,宇信科技,26.52,26.71,25.9,26.26,26.3,0.22,0.8365,4.1857,1674708,44226838.44,10608265200.0,1061065200.0
166,2019-07-15,sz300674,宇信科技,29.17,29.17,26.63,26.88,26.52,2.65,9.9925,10.9494,4380842,123859261.14,11668291700.0,1167091700.0
167,2019-07-16,sz300674,宇信科技,29.26,31.0,29.1,30.99,29.17,0.09,0.3085,23.8146,9528230,285402666.31,11704292600.0,1170692600.0
168,2019-07-17,sz300674,宇信科技,29.32,29.99,29.1,29.1,29.26,0.06,0.2051,15.5242,6211225,183658996.59,11728293200.0,1173093200.0
169,2019-07-18,sz300674,宇信科技,27.69,28.8,27.66,28.8,29.12,-1.43,-4.9107,11.4564,4583698,128259766.48,11076276900.0,1107876900.0
170,2019-07-19,sz300674,宇信科技,29.54,30.46,28.02,28.06,27.69,1.85,6.6811,26.7454,10700832,318730154.9,11816295400.0,1181895400.0
171,2019-07-22,sz300674,宇信科技,28.33,29.23,27.11,28.97,29.54,-1.21,-4.0961,18.1735,7271229,204106557.0,11332283300.0,1133483300.0
172,2019-07-23,sz300674,宇信科技,29.78,30.87,28.2,28.2,28.33,1.45,5.1182,22.88,9154281,271301295.94,11912297800.0,1191497800.0
173,2019-07-24,sz300674,宇信科技,30.05,30.81,29.52,29.52,29.78,0.27,0.9066,23.8971,9561222,287762748.03,12020300500.0,1202300500.0
174,2019-07-25,sz300674,宇信科技,30.3,30.48,29.5,29.97,30.05,0.25,0.8319,17.8216,7130415,213938428.55,12120303000.0,1212303000.0
175,2019-07-26,sz300674,宇信科技,29.72,30.02,29.3,30.0,30.3,-0.58,-1.9142,11.3866,4555772,135151110.3,11888297200.0,1189097200.0
